监测点位,X,Y,Z,采样深度/m,上层深度,下层深度,样品编号,pH值,苯并(a)芘,苯并(a)蒽,苯并(b)荧蒽,"二苯并(a,h)蒽","茚并(1,2,3-c,d)芘",萘,苯,乙苯,石油烃(C10-C40),砷,数据来源,2米分层（详查）,地面高程/m
JM(E-S5)3,3405.2263,7750.0032,4,3.5-4.0,3.5,4,,/,30.7,19.5,22.4,3.7,14.8,233,/,/,/,/,煤气厂,,
JM(E-S5)3,3405.2263,7750.0032,6,5.5-6.0,5.5,6,,/,5.5,3.9,3.7,0.7,2.2,25.03,/,/,/,/,煤气厂,,
JM(E-S5)3,3405.2263,7750.0032,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM(E-S5)4,3407.5298,7730.0861,0.5,0-0.5,0,0.5,,/,10,5.9,8,<0.1,5.8,8.25,/,/,/,/,煤气厂,,
JM(E-S5)4,3407.5298,7730.0861,1.5,1.0-1.5,1,1.5,,/,18.7,13.1,14.6,2.5,8.8,43.5,/,/,/,/,煤气厂,,
JM(E-S5)4,3407.5298,7730.0861,4,3.5-4.0,3.5,4,,/,13.2,8.8,8.8,1.6,6.5,18.3,/,/,/,/,煤气厂,,
JM(E-S5)4,3407.5298,7730.0861,6,5.5-6.0,5.5,6,,/,9.1,6.2,5.6,1.1,4.6,65,/,/,/,/,煤气厂,,
JM(E-S5)4,3407.5298,7730.0861,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
M-S11,3465.7039,7638.7363,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
M-S11,3465.7039,7638.7363,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)1,3473.5405,7632.5244,0.5,0-0.5,0,0.5,,/,0.1,<0.1,<0.2,<0.1,<0.1,0.75,/,/,/,/,煤气厂,,
JM(M-S11)1,3473.5405,7632.5244,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,1.09,/,/,/,/,煤气厂,,
JM(M-S11)1,3473.5405,7632.5244,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)1,3473.5405,7632.5244,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)2,3471.9158,7646.5729,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)2,3471.9158,7646.5729,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)2,3471.9158,7646.5729,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)2,3471.9158,7646.5729,6,5.5-6.0,5.5,6,,/,0.3,1,0.7,<0.1,0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)3,3457.8673,7644.9482,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)3,3457.8673,7644.9482,1.5,1.0-1.5,1,1.5,,/,0.2,<0.1,<0.2,<0.1,<0.1,0.5,/,/,/,/,煤气厂,,
JM(M-S11)3,3457.8673,7644.9482,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.14,/,/,/,/,煤气厂,,
JM(M-S11)3,3457.8673,7644.9482,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)4,3461.6946,7633.7924,0.5,0-0.5,0,0.5,,/,0.8,0.6,0.7,0.1,0.4,1.13,/,/,/,/,煤气厂,,
JM(M-S11)4,3461.6946,7633.7924,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.23,/,/,/,/,煤气厂,,
JM(M-S11)4,3461.6946,7633.7924,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S11)4,3461.6946,7633.7924,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S1),3728.24,7559.953,0.5,0-0.5,0,0.5,,/,0.2,0.4,0.3,<0.1,0.2,3.55,/,/,/,/,煤气厂,,
JM2(S1),3728.24,7559.953,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S2),3722.8627,7575.4343,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.72,/,/,/,/,煤气厂,,
JM2(S2),3722.8627,7575.4343,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S3),3701.2139,7572.0839,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S3),3701.2139,7572.0839,1.5,1.0-1.5,1,1.5,,/,0.4,1.1,0.4,<0.1,0.2,<0.09,/,/,/,/,煤气厂,,
JM2(S4),3675.728,7552.5357,0.5,0-0.5,0,0.5,,/,1.4,3.4,1.9,0.5,1.2,<0.09,/,/,/,/,煤气厂,,
JM2(S4),3675.728,7552.5357,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S4),3675.728,7552.5357,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S5),3671.0093,7611.6138,0.5,0-0.5,0,0.5,,/,0.4,0.7,0.7,<0.1,0.3,<0.09,/,/,/,/,煤气厂,,
JM2(S5),3671.0093,7611.6138,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S6),3684.7308,7629.2878,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S6),3684.7308,7629.2878,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S7),3681.488,7668.7303,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.55,/,/,/,/,煤气厂,,
JM2(S7),3681.488,7668.7303,1.5,1.0-1.5,1,1.5,,/,2.6,6.4,3.6,0.6,1.7,6.07,/,/,/,/,煤气厂,,
JM2(S7),3681.488,7668.7303,4,3.5-4.0,3.5,4,,/,0.56,0.79,0.78,<0.1,0.31,<0.09,/,/,/,/,煤气厂,,
JM2(S8),3661.2413,7516.1982,0.5,0-0.5,0,0.5,,/,0.7,1.2,1,0.2,0.4,0.21,/,/,/,/,煤气厂,,
JM2(S8),3661.2413,7516.1982,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S9),3656.3269,7541.9124,0.5,0-0.5,0,0.5,,/,1.2,2.4,1.5,0.4,0.8,<0.09,/,/,/,/,煤气厂,,
JM2(S9),3656.3269,7541.9124,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S10),3666.0164,7709.8765,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.21,/,/,/,/,煤气厂,,
JM2(S10),3666.0164,7709.8765,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,14.8,/,/,/,/,煤气厂,,
JM2(S11),3655.98785,7680.87585,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.64,0.38,0.21,/,/,煤气厂,,
JM2(S11),3655.98785,7680.87585,1.5,1.0-1.5,1,1.5,,/,<0.1,0.2,<0.2,<0.1,<0.1,0.62,0.53,0.98,/,/,煤气厂,,
JM2(S12),3644.48998,7652.15969,0.5,0-0.5,0,0.5,,/,0.2,0.3,0.4,<0.1,0.2,1.92,<0.0019,<0.0012,/,/,煤气厂,,
JM2(S12),3644.48998,7652.15969,1.5,1.0-1.5,1,1.5,,/,4.2,10,6.4,1.2,2.6,2.99,<0.0019,<0.0012,/,/,煤气厂,,
JM2(S12),3644.48998,7652.15969,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S13),3650.69413,7700.10947,0.5,0-0.5,0,0.5,,/,0.2,0.3,0.3,<0.1,0.1,1.13,/,/,/,/,煤气厂,,
JM2(S13),3650.69413,7700.10947,1.5,1.0-1.5,1,1.5,,/,0.1,0.2,0.2,<0.1,0.1,0.68,/,/,/,/,煤气厂,,
JM2(S14),3652.0734,7721.5175,0.5,0-0.5,0,0.5,,9.93,4.3,7.5,6,0.8,2.8,3.51,<0.0019,<0.0012,536,32.8,煤气厂,,
JM2(S14),3652.0734,7721.5175,1.5,1.0-1.5,1,1.5,,8.39,3.5,8,6,0.6,2.9,8.41,<0.0019,<0.0012,1053,58.7,煤气厂,,
JM2(S14),3652.0734,7721.5175,4,3.5-4.0,3.5,4,,9.92,<0.1,<0.1,<0.2,<0.1,<0.1,1.5,<0.0019,<0.0012,86,25.1,煤气厂,,
JM2(S14),3652.0734,7721.5175,6,5.5-6.0,5.5,6,,9.84,<0.1,<0.1,<0.2,<0.1,<0.1,0.51,<0.0019,<0.0012,50,7.38,煤气厂,,
JM2(S15),3637.6564,7684.5203,0.5,0-0.5,0,0.5,,/,0.3,0.5,0.4,<0.1,0.2,0.68,0.88,0.14,/,/,煤气厂,,
JM2(S15),3637.6564,7684.5203,1.5,1.0-1.5,1,1.5,,/,0.7,1.2,1.1,<0.1,0.4,0.96,0.19,<0.0012,/,/,煤气厂,,
JM2(S16),3631.4438,7718.1368,0.5,0-0.5,0,0.5,,/,1.1,2.7,1.9,0.4,1.1,0.65,<0.0019,/,/,47.9,煤气厂,,
JM2(S16),3631.4438,7718.1368,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,24.9,煤气厂,,
JM2(S16),3631.4438,7718.1368,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,29.1,煤气厂,,
JM2(S16),3631.4438,7718.1368,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,27.8,煤气厂,,
JM2(S17),3630.2572,7749.6102,0.5,0-0.5,0,0.5,,/,1,1.8,1.8,0.2,0.9,0.98,<0.0019,/,111,24.3,煤气厂,,
JM2(S17),3630.2572,7749.6102,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,11,9.51,煤气厂,,
JM2(S17),3630.2572,7749.6102,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,10,5.9,煤气厂,,
JM2(S17),3630.2572,7749.6102,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,6.18,煤气厂,,
JM2(S18),3624.8546,7619.8706,0.5,0-0.5,0,0.5,,/,0.2,0.8,0.6,<0.1,<0.1,0.23,<0.0019,/,/,/,煤气厂,,
JM2(S18),3624.8546,7619.8706,1.5,1.0-1.5,1,1.5,,/,0.3,0.2,0.3,<0.1,0.3,0.38,<0.0019,/,/,/,煤气厂,,
JM2(S18),3624.8546,7619.8706,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S18),3624.8546,7619.8706,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.19,<0.0019,/,/,/,煤气厂,,
JM2(S19),3623.1963,7675.1149,0.5,0-0.5,0,0.5,,/,0.5,0.5,0.7,0.3,1.1,65.9,1.09,0.91,/,/,煤气厂,,
JM2(S19),3623.1963,7675.1149,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,39.9,1.22,<0.0012,/,/,煤气厂,,
JM2(S19),3623.1963,7675.1149,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,194,26.1,<0.0012,/,/,煤气厂,,
JM2(S19),3623.1963,7675.1149,6,5.5-6.0,5.5,6,,/,1.3,1.1,0.6,0.3,1.2,5.41,0.13,/,/,/,煤气厂,,
JM2(S20),3620.0118,7702.9495,0.5,0-0.5,0,0.5,,/,1.1,1.2,1.2,0.3,0.9,0.48,0.85,/,/,176,煤气厂,,
JM2(S20),3620.0118,7702.9495,1.5,1.0-1.5,1,1.5,,/,0.5,1.1,0.6,0.2,0.4,30.5,3.29,/,/,18.5,煤气厂,,
JM2(S20),3620.0118,7702.9495,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,39,13.2,/,/,7.67,煤气厂,,
JM2(S20),3620.0118,7702.9495,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.13,1.88,/,/,4.94,煤气厂,,
JM2(S21),3602.879,7619.7236,0.5,0-0.5,0,0.5,,/,5.4,3,5,1.6,7.6,1.55,<0.0019,/,/,/,煤气厂,,
JM2(S21),3602.879,7619.7236,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S21),3602.879,7619.7236,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S21),3602.879,7619.7236,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S22),3599.988,7644.9467,0.5,0-0.5,0,0.5,,/,0.8,1,0.7,0.2,0.7,0.13,<0.0019,/,/,/,煤气厂,,
JM2(S22),3599.988,7644.9467,1.5,1.0-1.5,1,1.5,,/,3.2,2,3.1,1,4.8,0.45,<0.0019,/,/,/,煤气厂,,
JM2(S22),3599.988,7644.9467,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S22),3599.988,7644.9467,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S23),3596.922,7699.4084,0.5,0-0.5,0,0.5,,/,0.6,0.6,0.8,0.3,1,21.1,3.48,/,/,41.6,煤气厂,,
JM2(S23),3596.922,7699.4084,1.5,1.0-1.5,1,1.5,,/,0.4,1.1,0.7,0.2,0.5,36.1,2.89,/,/,21.5,煤气厂,,
JM2(S23),3596.922,7699.4084,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,1.69,/,/,8.49,煤气厂,,
JM2(S23),3596.922,7699.4084,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,0.1,/,/,5.48,煤气厂,,
JM2(S24),3606.8983,7716.5927,0.5,0-0.5,0,0.5,,/,0.2,0.4,0.3,0.1,0.4,1.31,0.1,/,/,529,煤气厂,,
JM2(S24),3606.8983,7716.5927,1.5,1.0-1.5,1,1.5,,/,0.2,0.3,<0.2,<0.1,0.1,10.2,3.45,/,/,791,煤气厂,,
JM2(S24),3606.8983,7716.5927,4,3.5-4.0,3.5,4,,/,0.4,0.8,0.5,0.1,0.3,3.23,3.77,/,/,1021,煤气厂,,
JM2(S24),3606.8983,7716.5927,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,4.47,2.98,/,/,91.4,煤气厂,,
JM2(S24),3606.8983,7716.5927,8,7.5-8.0,7.5,8,,/,/,/,/,/,/,/,/,/,/,6.59,煤气厂,,
JM2(S25),3572.9161,7669.698,0.5,0-0.5,0,0.5,,/,6.4,7.9,5.1,1.8,7.8,5.53,0.26,/,/,19.2,煤气厂,,
JM2(S25),3572.9161,7669.698,1.5,1.0-1.5,1,1.5,,/,0.9,0.7,1,0.4,1.5,19.5,0.55,/,/,34.5,煤气厂,,
JM2(S25),3572.9161,7669.698,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,0.02,/,/,6.05,煤气厂,,
JM2(S25),3572.9161,7669.698,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,0.07,/,/,6.3,煤气厂,,
JM2(S26),3579.6461,7736.2494,0.5,0-0.5,0,0.5,,/,4.4,3.7,5.1,2.1,9.1,5.93,0.2,/,/,28.7,煤气厂,,
JM2(S26),3579.6461,7736.2494,1.5,1.0-1.5,1,1.5,,/,0.6,0.6,0.7,<0.1,0.9,76.9,8.74,/,/,53,煤气厂,,
JM2(S26),3579.6461,7736.2494,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,1.37,/,/,5.41,煤气厂,,
JM2(S27),3583.1367,7787.2827,0.5,0-0.5,0,0.5,,7.87,46.3,56.1,53.2,13.7,49.5,8.29,0.19,<0.0012,8,4.23,煤气厂,,
JM2(S27),3583.1367,7787.2827,1.5,1.0-1.5,1,1.5,,7.81,9.4,14.2,11.4,1.8,4.8,148,1.85,<0.0012,9,8.56,煤气厂,,
JM2(S27),3583.1367,7787.2827,4,3.5-4.0,3.5,4,,7.96,4.29,5.24,5.1,0.57,2.26,124.1,/,<0.0012,70,6.13,煤气厂,,
JM2(S27),3583.1367,7787.2827,6,5.5-6.0,5.5,6,,8.01,<0.1,<0.1,<0.2,<0.1,<0.1,0.67,/,<0.0012,9,12.1,煤气厂,,
JM2(S27),3583.1367,7787.2827,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S28),3558.3008,7797.2316,0.5,0-0.5,0,0.5,,/,1.4,3.1,1.9,0.3,0.8,<0.09,0.06,/,/,/,煤气厂,,
JM2(S28),3558.3008,7797.2316,1.5,1.0-1.5,1,1.5,,/,2.9,4.2,2.9,0.4,1.5,0.84,0.05,/,/,/,煤气厂,,
JM2(S28),3558.3008,7797.2316,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S29),3533.4093,7726.1549,0.5,0-0.5,0,0.5,,/,0.3,0.3,0.3,<0.1,0.2,0.37,/,/,/,/,煤气厂,,
JM2(S29),3533.4093,7726.1549,1.5,1.0-1.5,1,1.5,,/,0.4,0.5,0.3,0.1,0.3,<0.09,/,/,/,/,煤气厂,,
JM2(S29),3533.4093,7726.1549,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S30),3533.0117,7775.3852,0.5,0-0.5,0,0.5,,/,2.5,4.1,3.5,0.6,1.6,<0.09,/,/,/,/,煤气厂,,
JM2(S30),3533.0117,7775.3852,1.5,1.0-1.5,1,1.5,,/,13.8,24.4,14,2.5,7.5,4.49,/,/,/,/,煤气厂,,
JM2(S30),3533.0117,7775.3852,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S30),3533.0117,7775.3852,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S31),3509.9283,7668.7895,0.5,0-0.5,0,0.5,,/,10.7,9.4,8.4,1.7,11,0.33,/,/,/,/,煤气厂,,
JM2(S31),3509.9283,7668.7895,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.33,/,/,/,/,煤气厂,,
JM2(S31),3509.9283,7668.7895,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S31),3509.9283,7668.7895,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.25,/,/,/,/,煤气厂,,
JM2(S32),3501.4974,7685.5971,0.5,0-0.5,0,0.5,,/,1.1,0.9,0.9,0.3,1.1,0.3,/,/,/,/,煤气厂,,
JM2(S32),3501.4974,7685.5971,1.5,1.0-1.5,1,1.5,,/,116,241,93.9,48.1,154,501,/,/,/,/,煤气厂,,
JM2(S32),3501.4974,7685.5971,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S32),3501.4974,7685.5971,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S33),3506.8903,7739.212,0.5,0-0.5,0,0.5,,/,12.4,10.2,9.9,2,7.7,6.36,/,/,/,/,煤气厂,,
JM2(S33),3506.8903,7739.212,1.5,1.0-1.5,1,1.5,,/,8.2,9.5,6.7,1.2,4.7,22.7,/,/,/,/,煤气厂,,
JM2(S33),3506.8903,7739.212,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S34),3516.8411,7827.4924,0.5,0-0.5,0,0.5,,/,0.3,0.3,0.4,<0.1,0.2,<0.09,/,/,/,/,煤气厂,,
JM2(S34),3516.8411,7827.4924,1.5,1.0-1.5,1,1.5,,/,0.6,1.1,1.1,0.2,0.7,1.37,/,/,/,/,煤气厂,,
JM2(S35),3489.4235,7670.1333,0.5,0-0.5,0,0.5,,/,14.1,29.3,21.1,3.1,7,0.82,<0.0019,/,/,/,煤气厂,,
JM2(S35),3489.4235,7670.1333,1.5,1.0-1.5,1,1.5,,/,0.1,0.2,<0.2,<0.1,<0.1,1.01,<0.0019,/,/,/,煤气厂,,
JM2(S35),3489.4235,7670.1333,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S35),3489.4235,7670.1333,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S36),3501.8256,7795.9269,0.5,0-0.5,0,0.5,,/,1.3,1.8,1.7,0.4,0.9,2.66,/,/,/,/,煤气厂,,
JM2(S36),3501.8256,7795.9269,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S36),3501.8256,7795.9269,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S37),3485.5997,7797.096,0.5,0-0.5,0,0.5,,/,14.3,13.8,14.6,2.7,9.2,6.9,/,/,/,/,煤气厂,,
JM2(S37),3485.5997,7797.096,1.5,1.0-1.5,1,1.5,,/,1,1.6,1.1,0.2,0.6,1.8,/,/,/,/,煤气厂,,
JM2(S37),3485.5997,7797.096,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S38),3491.0048,7851.0269,0.5,0-0.5,0,0.5,,/,19.5,24.5,14.6,2.9,11.4,38.1,/,/,/,/,煤气厂,,
JM2(S38),3491.0048,7851.0269,1.5,1.0-1.5,1,1.5,,/,0.4,0.6,0.5,<0.1,0.3,0.23,/,/,/,/,煤气厂,,
JM2(S39),3470.9334,7675.025,0.5,0-0.5,0,0.5,,/,1.3,1.9,0.9,0.3,0.8,36,<0.0019,/,/,/,煤气厂,,
JM2(S39),3470.9334,7675.025,1.5,1.0-1.5,1,1.5,,/,0.3,0.5,0.4,<0.1,0.2,1.14,<0.0019,/,/,/,煤气厂,,
JM2(S40),3467.51518,7768.10243,0.5,0-0.5,0,0.5,,/,14.7,22.4,13.3,3.3,12.5,14.2,/,/,/,/,煤气厂,,
JM2(S40),3467.51518,7768.10243,1.5,1.0-1.5,1,1.5,,/,0.3,0.5,0.3,<0.1,0.2,0.17,/,/,/,/,煤气厂,,
JM2(S40),3467.51518,7768.10243,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S41),3471.4271,7827.6607,0.5,0-0.5,0,0.5,,/,2.69,3.74,4.24,0.87,2.78,0.28,/,/,/,/,煤气厂,,
JM2(S41),3471.4271,7827.6607,1.5,1.0-1.5,1,1.5,,/,4.86,6.52,5.03,1.24,3.76,0.54,/,/,/,/,煤气厂,,
JM2(S41),3471.4271,7827.6607,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S41),3471.4271,7827.6607,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM2(S42),3461.4563,7815.0097,0.5,0-0.5,0,0.5,,/,4.43,4.48,4.69,1.12,3.86,5.81,/,/,/,/,煤气厂,,
JM2(S42),3461.4563,7815.0097,1.5,1.0-1.5,1,1.5,,/,1.13,1.27,1.33,0.22,0.84,0.24,/,/,/,/,煤气厂,,
JM2(S43),3442.6227,7696.8734,0.5,0-0.5,0,0.5,,/,9.35,8.9,7.66,2.06,8.52,10.17,0.03,/,/,/,煤气厂,,
JM2(S43),3442.6227,7696.8734,1.5,1.0-1.5,1,1.5,,/,0.23,0.23,<0.2,<0.1,0.18,1.35,0.35,/,/,/,煤气厂,,
JM2(S43),3442.6227,7696.8734,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM2(S44),3446.3761,7727.6026,0.5,0-0.5,0,0.5,,/,160,151,81,33.9,149,58.6,0.11,/,/,/,煤气厂,,
JM2(S44),3446.3761,7727.6026,1.5,1.0-1.5,1,1.5,,/,0.5,0.7,0.4,0.2,0.7,13.1,3.49,/,/,/,煤气厂,,
JM2(S44),3446.3761,7727.6026,4,3.5-4.0,3.5,4,,/,1.1,2,0.9,0.4,1.3,28.3,0.41,/,/,/,煤气厂,,
JM2(S45),3446.00928,7750.33358,0.5,0-0.5,0,0.5,,/,3,3.84,2.61,0.58,2,1.12,/,/,/,/,煤气厂,,
JM2(S45),3446.00928,7750.33358,1.5,1.0-1.5,1,1.5,,/,0.7,0.68,0.48,<0.1,0.45,6.79,/,/,/,/,煤气厂,,
JM2(S45),3446.00928,7750.33358,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.25,/,/,/,/,煤气厂,,
JM2(S46),3437.9352,7787.5946,0.5,0-0.5,0,0.5,,/,28.45,31.3,28.5,5.41,20.53,20.38,/,/,/,/,煤气厂,,
