监测点位,X,Y,Z,采样深度/m,上层深度,下层深度,样品编号,pH值,苯并(a)芘,苯并(a)蒽,苯并(b)荧蒽,"二苯并(a,h)蒽","茚并(1,2,3-c,d)芘",萘,苯,乙苯,石油烃(C10-C40),砷,数据来源,2米分层（详查）,地面高程/m
W-S10,3727.7818,7639.2362,1.5,1.5,1.3,1.5,,8.68,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,60,14.4,煤气厂,,
W-S10,3727.7818,7639.2362,5,5,4.8,5,,9.06,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,50,4.04,煤气厂,,
W-S11,3580.6937,7550.3066,0.2,0.2,0,0.2,,8.26,0.5,0.4,0.6,0.15,0.4,0.2,<0.0019,<0.0012,153,19.8,煤气厂,,
W-S11,3580.6937,7550.3066,1,1,0.8,1,,8.67,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,75,7.63,煤气厂,,
W-S11,3580.6937,7550.3066,5,5,4.8,5,,8.5,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,12,5.54,煤气厂,,
W-S12 (W-MW3),3620.3247,7554.822,0.2,0.2,0,0.2,,8.5,0.5,0.4,0.6,0.12,0.3,0.26,<0.0019,<0.0012,296,12.1,煤气厂,,
W-S12 (W-MW3),3620.3247,7554.822,1,1,0.8,1,,8.78,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,42,7.81,煤气厂,,
W-S12 (W-MW3),3620.3247,7554.822,5,5,4.8,5,,8.78,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,45,4.83,煤气厂,,
W-S13,3640.9994,7589.0231,0.2,0.2,0,0.2,,8.2,1.3,1.3,1.6,0.24,0.2,0.14,<0.0019,<0.0012,474,11.7,煤气厂,,
W-S13,3640.9994,7589.0231,1,1,0.8,1,,8.62,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,100,5.52,煤气厂,,
W-S13,3640.9994,7589.0231,4,4,3.8,4,,8.43,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,51,5.02,煤气厂,,
W--S14,3671.0773,7630.4865,0.5,0.5,0.3,0.5,,8.39,<0.1,<0.1,0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,612,12.7,煤气厂,,
W--S14,3671.0773,7630.4865,1,1,0.8,1,,8.84,0.9,1,1.1,0.21,0.4,0.56,<0.0019,<0.0012,353,12.9,煤气厂,,
W--S14,3671.0773,7630.4865,6,6,5.8,6,,8.87,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,61,6.82,煤气厂,,
W--S15,3695.8259,7672.1508,0.5,0.5,0.3,0.5,,8.55,1.2,1.2,1.6,0.29,0.6,0.44,0.1,<0.0012,94,15.3,煤气厂,,
W--S15,3695.8259,7672.1508,1.5,1.5,1.3,1.5,,8.94,0.3,0.4,0.5,0.08,0.2,0.25,0.34,0.08,182,10,煤气厂,,
W--S15,3695.8259,7672.1508,4,4,3.8,4,,8.8,<0.1,<0.1,<0.2,<0.05,<0.1,<0.09,<0.0019,<0.0012,46,6.71,煤气厂,,
W-S16 (W-MW4),3662.866,7661.5568,0.2,0.2,0,0.2,,8.33,0.4,0.3,0.4,0.13,0.3,0.43,0.1,<0.0012,265,15.5,煤气厂,,
W-S16 (W-MW4),3662.866,7661.5568,1,1,0.8,1,,9.08,<0.1,<0.1,<0.2,<0.05,<0.1,7.85,5.01,20.5,360,7.93,煤气厂,,
W-S16 (W-MW4),3662.866,7661.5568,5,5,4.8,5,,9.07,0.1,0.2,<0.2,<0.05,<0.1,4.89,6.73,36.2,157,5.35,煤气厂,,
JM(W-S1)1,3671.023,7486.642,0.5,0-0.5,0,0.5,,/,0.5,0.4,0.7,<0.1,0.3,<0.09,/,/,/,/,煤气厂,,
JM(W-S1)1,3671.023,7486.642,1.5,1.0-1.5,1,1.5,,/,0.3,0.3,0.4,<0.1,0.2,<0.09,/,/,/,/,煤气厂,,
JM(W-S1)2,3667.9021,7501.8388,0.5,0-0.5,0,0.5,,/,0.19,0.14,0.2,<0.1,0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S1)2,3667.9021,7501.8388,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S1)3,3651.3468,7496.3984,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.16,/,/,/,/,煤气厂,,
JM(W-S1)3,3651.3468,7496.3984,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S1)4,3657.8201,7482.1404,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S1)4,3657.8201,7482.1404,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S2)1,3692.4089,7520.4104,0.5,0-0.5,0,0.5,,/,1.4,1.3,1.3,0.1,0.7,6.96,/,/,/,/,煤气厂,,
JM(W-S2)1,3692.4089,7520.4104,1.5,1.0-1.5,1,1.5,,/,6.2,4.1,3.7,<0.1,3.1,30.1,/,/,/,/,煤气厂,,
JM(W-S2)1,3692.4089,7520.4104,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S2)2,3689.8039,7540.9586,0.5,0-0.5,0,0.5,,/,9.2,6.3,6.8,<0.1,3.8,68.6,/,/,/,/,煤气厂,,
JM(W-S2)2,3689.8039,7540.9586,1.5,1.0-1.5,1,1.5,,/,10.9,7.5,8.1,<0.1,4.6,43.3,/,/,/,/,煤气厂,,
JM(W-S2)2,3689.8039,7540.9586,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S2)3,3670.4261,7533.0998,0.5,0-0.5,0,0.5,,/,2.4,1.6,1.7,0.4,1.4,10.6,/,/,/,/,煤气厂,,
JM(W-S2)3,3670.4261,7533.0998,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S2)4,3675.2762,7514.1562,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S2)4,3675.2762,7514.1562,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S3)1,3716.3548,7543.323,0.5,0-0.5,0,0.5,,/,0.2,0.2,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S3)1,3716.3548,7543.323,1.5,1.0-1.5,1,1.5,,/,0.3,0.3,0.4,<0.1,0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S3)2,3714.4871,7560.5,0.5,0-0.5,0,0.5,,/,4,4.2,5.2,0.7,1.5,0.21,/,/,/,/,煤气厂,,
JM(W-S3)2,3714.4871,7560.5,1.5,1.0-1.5,1,1.5,,/,0.9,1.8,1,0.1,0.6,6.5,/,/,/,/,煤气厂,,
JM(W-S3)3,3697.4832,7554.6449,0.5,0-0.5,0,0.5,,/,0.5,1.1,0.5,<0.1,0.4,10.4,/,/,/,/,煤气厂,,
JM(W-S3)3,3697.4832,7554.6449,1.5,1.0-1.5,1,1.5,,/,0.7,1.8,0.8,0.1,0.4,1.91,/,/,/,/,煤气厂,,
JM(W-S3)4,3700.6098,7535.2947,0.5,0-0.5,0,0.5,,/,0.4,0.6,0.6,0.1,0.3,0.11,/,/,/,/,煤气厂,,
JM(W-S3)4,3700.6098,7535.2947,1.5,1.0-1.5,1,1.5,,/,0.1,0.2,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
W-S9,3691.849,7608.7839,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S9)1,3699.6856,7602.572,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S9)1,3699.6856,7602.572,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S9)1,3699.6856,7602.572,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S9)2,3698.0609,7616.6205,0.5,0-0.5,0,0.5,,/,<0.1,0.2,<0.2,<0.1,<0.1,3.14,/,/,/,/,煤气厂,,
JM(W-S9)2,3698.0609,7616.6205,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,1.18,/,/,/,/,煤气厂,,
JM(W-S9)2,3698.0609,7616.6205,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.22,/,/,/,/,煤气厂,,
JM(W-S9)3,3684.0124,7614.9958,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S9)3,3684.0124,7614.9958,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S9)3,3684.0124,7614.9958,4,3.5-4.0,3.5,4,,/,21,33.1,14.5,6.9,16.6,415,/,/,/,/,煤气厂,,
JM(W-S9)3,3684.0124,7614.9958,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(W-S9)4,3685.6371,7600.9473,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.83,/,/,/,/,煤气厂,,
JM(W-S9)4,3685.6371,7600.9473,1.5,1.0-1.5,1,1.5,,/,0.2,0.2,0.2,<0.1,0.2,0.48,/,/,/,/,煤气厂,,
JM(W-S9)4,3685.6371,7600.9473,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
R1-S3,3673.6318,7686.4253,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.24,/,/,/,/,煤气厂,,
R1-S3,3673.6318,7686.4253,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(R1-S3)1,3685.1702,7680.3777,0.5,0-0.5,0,0.5,,/,0.3,0.4,0.4,<0.1,0.4,1.09,/,/,/,/,煤气厂,,
JM(R1-S3)1,3685.1702,7680.3777,1.5,1.0-1.5,1,1.5,,/,0.2,0.3,0.3,<0.1,0.2,0.43,/,/,/,/,煤气厂,,
JM(R1-S3)1,3685.1702,7680.3777,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.18,/,/,/,/,煤气厂,,
JM(R1-S3)1,3685.1702,7680.3777,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(R1-S3)2,3679.1284,7698.0792,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.9,/,/,/,/,煤气厂,,
JM(R1-S3)2,3679.1284,7698.0792,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.23,/,/,/,/,煤气厂,,
JM(R1-S3)2,3679.1284,7698.0792,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.3,/,/,/,/,煤气厂,,
JM(R1-S3)2,3679.1284,7698.0792,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(R1-S3)3,3662.8219,7692.3596,0.5,0-0.5,0,0.5,,/,42.47,41.76,33.62,<0.1,20.17,170.69,/,/,/,/,煤气厂,,
JM(R1-S3)3,3662.8219,7692.3596,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.76,/,/,/,/,煤气厂,,
JM(R1-S3)3,3662.8219,7692.3596,4,3.5-4.0,3.5,4,,/,0.9,0.9,0.6,0.1,0.2,29.6,/,/,/,/,煤气厂,,
JM(R1-S3)3,3662.8219,7692.3596,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,1.18,/,/,/,/,煤气厂,,
JM(R1-S3)4/JM(W-S16)2,3668.2489,7673.9911,0.5,0-0.5,0,0.5,,/,0.6,0.6,0.8,<0.1,0.3,0.49,<0.0019,<0.0012,/,/,煤气厂,,
JM(R1-S3)4/JM(W-S16)2,3668.2489,7673.9911,1.5,1.0-1.5,1,1.5,,/,1.61,1.92,2.16,0.33,0.69,0.39,<0.0019,<0.0012,/,/,煤气厂,,
JM(R1-S3)4/JM(W-S16)2,3668.2489,7673.9911,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,/,/,煤气厂,,
JM(R1-S3)4/JM(W-S16)2,3668.2489,7673.9911,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,/,/,煤气厂,,
JM(W-S16)1,3676.1004,7656.337,0.5,0-0.5,0,0.5,,/,/,/,/,/,/,/,<0.0019,<0.0012,/,/,煤气厂,,
JM(W-S16)1,3676.1004,7656.337,1.5,1.0-1.5,1,1.5,,/,/,/,/,/,/,/,<0.0019,<0.0012,/,/,煤气厂,,
JM(W-S16)1,3676.1004,7656.337,4,3.5-4.0,3.5,4,,/,/,/,/,/,/,/,<0.0019,<0.0012,/,/,煤气厂,,
JM(W-S16)1,3676.1004,7656.337,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,<0.0019,<0.0012,/,/,煤气厂,,
JM(W-S16)3,3649.8341,7666.7303,0.5,0-0.5,0,0.5,,/,/,/,/,/,/,/,2.23,1.16,/,/,煤气厂,,
JM(W-S16)3,3649.8341,7666.7303,1.5,1.0-1.5,1,1.5,,/,/,/,/,/,/,/,2.21,0.83,/,/,煤气厂,,
JM(W-S16)3,3649.8341,7666.7303,4,3.5-4.0,3.5,4,,/,/,/,/,/,/,/,139,51.2,/,/,煤气厂,,
JM(W-S16)3,3649.8341,7666.7303,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,6.34,1.89,/,/,煤气厂,,
JM(W-S16)3,3649.8341,7666.7303,8,7.5-8.0,7.5,8,,/,/,/,/,/,/,/,<0.0019,/,/,/,煤气厂,,
JM(W-S16)4,3656.9027,7647.9459,0.5,0-0.5,0,0.5,,/,/,/,/,/,/,/,<0.0019,<0.0012,/,/,煤气厂,,
JM(W-S16)4,3656.9027,7647.9459,1.5,1.0-1.5,1,1.5,,/,/,/,/,/,/,/,1.04,4.15,/,/,煤气厂,,
JM(W-S16)4,3656.9027,7647.9459,4,3.5-4.0,3.5,4,,/,/,/,/,/,/,/,2.4,4.09,/,/,煤气厂,,
JM(W-S16)4,3656.9027,7647.9459,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,<0.0019,<0.0012,/,/,煤气厂,,
W-S16,3662.866,7661.5568,4,3.5-4.0,3.5,4,,/,/,/,/,/,/,/,10.1,<0.0012,/,/,煤气厂,,
W-S16,3662.866,7661.5568,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,0.2,2.11,/,/,煤气厂,,
JM(R1-S2)1,3635.7278,7634.7142,0.5,0-0.5,0,0.5,,/,0.7,0.7,0.6,0.1,0.3,0.25,<0.0019,/,/,/,煤气厂,,
JM(R1-S2)1,3635.7278,7634.7142,1.5,1.0-1.5,1,1.5,,/,0.1,0.1,<0.2,<0.1,<0.1,0.09,<0.0019,/,/,/,煤气厂,,
JM(R1-S2)1,3635.7278,7634.7142,4,3.5-4.0,3.5,4,,/,0.1,0.3,<0.2,<0.1,<0.1,4.97,0.3,/,/,/,煤气厂,,
JM(R1-S2)2,3635.4422,7659.9441,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,0.78,<0.0012,/,/,煤气厂,,
JM(R1-S2)2,3635.4422,7659.9441,1.5,1.0-1.5,1,1.5,,/,1.2,1.5,1.5,<0.1,0.4,<0.09,1.07,182,/,/,煤气厂,,
JM(R1-S2)2,3635.4422,7659.9441,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,217,65.7,26.8,/,/,煤气厂,,
JM(R1-S2)2,3635.4422,7659.9441,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,<0.0012,/,/,煤气厂,,
JM(R1-S2)4,3611.8639,7633.1548,0.5,0-0.5,0,0.5,,/,40.4,30.4,23.7,4.3,15.3,12.4,0.48,/,/,/,煤气厂,,
JM(R1-S2)4,3611.8639,7633.1548,1.5,1.0-1.5,1,1.5,,/,263,208,158,5.9,93,1200,8.54,/,/,/,煤气厂,,
JM(R1-S2)4,3611.8639,7633.1548,4,3.5-4.0,3.5,4,,/,63.3,54.7,36.1,5.7,20.7,208,0.38,/,/,/,煤气厂,,
JM(R1-S2)4,3611.8639,7633.1548,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(R1-S2)4,3611.8639,7633.1548,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(R1-S2)3/JM(M-S4)1,3610.8137,7660.695,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,22.4,801,/,/,/,煤气厂,,
JM(R1-S2)3/JM(M-S4)1,3610.8137,7660.695,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,196,447,/,/,/,煤气厂,,
JM(R1-S2)3/JM(M-S4)1,3610.8137,7660.695,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,51.3,50.9,/,/,/,煤气厂,,
JM(R1-S2)3/JM(M-S4)1,3610.8137,7660.695,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,1.92,/,/,/,煤气厂,,
M-S4,3598.2414,7674.4823,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.84,11.8,/,/,/,煤气厂,,
JM(M-S4)2,3609.1531,7686.7439,0.5,0-0.5,0,0.5,,/,2.5,1.7,2.6,0.3,1,2.25,76.1,/,/,6.53,煤气厂,,
JM(M-S4)2,3609.1531,7686.7439,1.5,1.0-1.5,1,1.5,,/,0.6,1.2,0.3,<0.1,0.2,141,258,/,/,9.91,煤气厂,,
JM(M-S4)2,3609.1531,7686.7439,4,3.5-4.0,3.5,4,,/,0.3,1.2,0.2,<0.1,<0.1,115,95.2,/,/,/,煤气厂,,
JM(M-S4)2,3609.1531,7686.7439,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.16,<0.0019,/,/,/,煤气厂,,
JM(M-S4)3,3585.3837,7684.9786,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.23,7.11,/,/,54.7,煤气厂,,
JM(M-S4)3,3585.3837,7684.9786,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.2,5.6,/,/,43.6,煤气厂,,
JM(M-S4)3,3585.3837,7684.9786,4,3.5-4.0,3.5,4,,/,0.6,1.3,0.6,<0.1,0.2,121,5.32,/,/,7.15,煤气厂,,
JM(M-S4)3,3585.3837,7684.9786,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.22,0.07,/,/,6.63,煤气厂,,
JM(M-S4)4,3588.3826,7661.693,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,39,4.23,/,/,/,煤气厂,,
JM(M-S4)4,3588.3826,7661.693,1.5,1.0-1.5,1,1.5,,/,2.3,6.2,2.2,<0.1,0.7,188,9.84,/,/,/,煤气厂,,
JM(M-S4)4,3588.3826,7661.693,4,3.5-4.0,3.5,4,,/,0.4,1.1,0.6,<0.1,<0.1,69.8,12.7,/,/,/,煤气厂,,
JM(M-S4)4,3588.3826,7661.693,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,<0.0019,/,/,/,煤气厂,,
M-S10,3603.7451,7744.8732,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,/,/,/,80.7,煤气厂,,
M-S10,3603.7451,7744.8732,8,7.5-8.0,7.5,8,,/,/,/,/,/,/,/,/,/,/,9.48,煤气厂,,
JM(M-S10)1,3617.6028,7733.8885,0.5,0-0.5,0,0.5,,/,8.9,23.1,4.9,0.7,2,15.6,/,/,/,169,煤气厂,,
JM(M-S10)1,3617.6028,7733.8885,1.5,1.0-1.5,1,1.5,,/,0.8,0.9,1,<0.1,0.3,4.34,/,/,/,231,煤气厂,,
JM(M-S10)1,3617.6028,7733.8885,4,3.5-4.0,3.5,4,,/,/,/,/,/,/,/,/,/,/,216,煤气厂,,
JM(M-S10)1,3617.6028,7733.8885,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,/,/,/,83.9,煤气厂,,
JM(M-S10)1,3617.6028,7733.8885,8,7.5-8.0,7.5,8,,/,/,/,/,/,/,/,/,/,/,23.4,煤气厂,,
JM(M-S10)2,3613.3411,7757.9114,0.5,0-0.5,0,0.5,,/,15.4,17.6,19.2,2,5.9,109,/,/,2069,41,煤气厂,,
JM(M-S10)2,3613.3411,7757.9114,1.5,1.0-1.5,1,1.5,,/,3.9,6.9,6.5,0.5,1.2,91.2,/,/,113,28.9,煤气厂,,
JM(M-S10)2,3613.3411,7757.9114,4,3.5-4.0,3.5,4,,/,/,/,/,/,/,/,/,/,15,6.39,煤气厂,,
JM(M-S10)2,3613.3411,7757.9114,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,/,/,/,12.2,煤气厂,,
JM(M-S10)4,3592.7604,7731.0155,0.5,0-0.5,0,0.5,,/,12.9,38.9,13.8,<0.1,<0.1,124,0.09,/,/,388,煤气厂,,
JM(M-S10)4,3592.7604,7731.0155,1.5,1.0-1.5,1,1.5,,/,1,2.6,1.3,<0.1,0.4,315,<0.0019,/,/,290,煤气厂,,
JM(M-S10)4,3592.7604,7731.0155,4,3.5-4.0,3.5,4,,/,/,/,/,/,/,/,<0.0019,/,/,40.2,煤气厂,,
JM(M-S10)4,3592.7604,7731.0155,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,/,/,/,9.12,煤气厂,,
JM(M-S10)3/JM(R2-S1)1-1,3590.0557,7753.1854,0.5,0-0.5,0,0.5,,/,13.8,9.9,17.6,2,5.5,2.62,1.45,/,/,88.9,煤气厂,,
JM(M-S10)3/JM(R2-S1)1-1,3590.0557,7753.1854,1.5,1.0-1.5,1,1.5,,/,7.2,11.2,7.4,<0.1,<0.1,346,31.1,/,/,68.1,煤气厂,,
JM(M-S10)3/JM(R2-S1)1-1,3590.0557,7753.1854,4,3.5-4.0,3.5,4,,/,0.6,1.1,0.6,<0.1,0.2,25.2,10.4,/,/,111,煤气厂,,
JM(M-S10)3/JM(R2-S1)1-1,3590.0557,7753.1854,6,5.5-6.0,5.5,6,,/,/,/,/,/,/,/,/,/,/,16,煤气厂,,
JM(R2-S1)2,3589.678,7772.6166,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.73,0.8,/,/,20.5,煤气厂,,
JM(R2-S1)2,3589.678,7772.6166,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.17,4,/,/,9.99,煤气厂,,
JM(R2-S1)2,3589.678,7772.6166,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM(R2-S1)3/JM(E-S1)1,3570.9849,7766.3224,0.5,0-0.5,0,0.5,,/,3.4,5.7,3.6,0.5,1.2,77.2,1.09,/,/,/,煤气厂,,
JM(R2-S1)3/JM(E-S1)1,3570.9849,7766.3224,1.5,1.0-1.5,1,1.5,,/,0.7,1.1,1,<0.1,0.3,28.3,3.4,/,/,/,煤气厂,,
JM(R2-S1)3/JM(E-S1)1,3570.9849,7766.3224,4,3.5-4.0,3.5,4,,/,0.2,0.3,0.2,<0.1,<0.1,11.8,2.8,/,/,/,煤气厂,,
JM(R2-S1)4/JM(M-S14)2,3567.9898,7748.2583,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.85,12.8,/,/,25.6,煤气厂,,
JM(R2-S1)4/JM(M-S14)2,3567.9898,7748.2583,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,1.05,5.78,/,/,29,煤气厂,,
JM(R2-S1)4/JM(M-S14)2,3567.9898,7748.2583,4,3.5-4.0,3.5,4,,/,5,6,5.4,0.8,2.2,30.6,13.8,/,/,5.87,煤气厂,,
JM(R2-S1)4/JM(M-S14)2,3567.9898,7748.2583,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,0.7,/,/,/,煤气厂,,
JM(M-S9)1,3570.8778,7695.9973,0.5,0-0.5,0,0.5,,/,15.3,7.6,11,2.8,9.6,192,0.2,/,/,138,煤气厂,,
JM(M-S9)1,3570.8778,7695.9973,1.5,1.0-1.5,1,1.5,,/,7.7,3.9,6,1.1,4.3,132,2.94,/,/,104,煤气厂,,
JM(M-S9)1,3570.8778,7695.9973,4,3.5-4.0,3.5,4,,/,0.32,0.21,0.16,<0.1,0.28,5.1,<0.0019,/,/,7.8,煤气厂,,
JM(M-S9)2,3585.8981,7713.4029,0.5,0-0.5,0,0.5,,/,5.5,2.6,4.3,1,2.6,18.7,/,/,/,83.9,煤气厂,,
JM(M-S9)2,3585.8981,7713.4029,1.5,1.0-1.5,1,1.5,,/,19.8,35.5,23.7,2.6,6.7,2520,/,/,/,197,煤气厂,,
JM(M-S9)2,3585.8981,7713.4029,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,24.96,/,/,/,15,煤气厂,,
JM(M-S9)2,3585.8981,7713.4029,6,5.5-6.0,5.5,6,,/,0.24,0.24,0.24,<0.1,0.2,5.2,/,/,/,5.6,煤气厂,,
JM(M-S9)4,3554.5735,7710.1774,0.5,0-0.5,0,0.5,,/,17.1,12.6,17.6,1.7,6.9,121,/,/,/,12.6,煤气厂,,
JM(M-S9)4,3554.5735,7710.1774,1.5,1.0-1.5,1,1.5,,/,2.4,2,1.7,0.2,1,35.4,/,/,/,9.03,煤气厂,,
JM(M-S9)4,3554.5735,7710.1774,4,3.5-4.0,3.5,4,,/,6.52,6.52,5.29,<0.1,6.4,3288.89,/,/,/,/,煤气厂,,
JM(M-S9)4,3554.5735,7710.1774,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
